t_mono,wall_ts,model,phase,gpu_w,gpu_temp_c,cpu_temp_c,cpu_pct
11919.761,,qwen3.5:2b,run1_p6,105.49,59.0,,
11920.286,,qwen3.5:2b,run1_p6,105.57,59.0,,
11920.812,,qwen3.5:2b,run1_p6,105.61,59.0,,
11921.336,,qwen3.5:2b,run1_p6,105.56,59.0,,
11921.863,,qwen3.5:2b,run1_p6,105.45,59.0,,
11922.387,,qwen3.5:2b,run1_p6,105.64,59.0,,
11922.912,,qwen3.5:2b,run1_p6,105.77,59.0,,
11923.439,,qwen3.5:2b,run1_p6,105.29,59.0,,
11923.962,,qwen3.5:2b,run1_p6,105.52,59.0,,
11924.488,,qwen3.5:2b,run1_p6,105.82,59.0,,
11925.013,,qwen3.5:2b,run1_p6,105.89,59.0,,
11925.544,,qwen3.5:2b,run1_p6,105.81,59.0,,
11926.070,,qwen3.5:2b,run1_p6,105.66,59.0,,
11926.594,,qwen3.5:2b,run1_p6,105.76,60.0,,
11927.119,,qwen3.5:2b,run1_p6,105.78,60.0,,
11927.644,,qwen3.5:2b,run1_p6,105.74,59.0,,
11928.171,,qwen3.5:2b,run1_p6,105.27,59.0,,
11928.812,,qwen3.5:2b,run1_p6,105.32,59.0,,
11929.850,,qwen3.5:2b,run1_p6,105.44,59.0,,
11930.389,,qwen3.5:2b,run1_p6,105.37,59.0,,
11930.915,,qwen3.5:2b,run1_p6,105.62,59.0,,
11931.443,,qwen3.5:2b,run1_p6,105.88,59.0,,
11931.966,,qwen3.5:2b,run1_p6,105.90,59.0,,
11932.490,,qwen3.5:2b,run1_p6,105.69,59.0,,
11933.015,,qwen3.5:2b,run1_p6,105.94,58.0,,
11933.541,,qwen3.5:2b,run1_p6,106.46,59.0,,
11934.068,,qwen3.5:2b,run1_p6,106.75,59.0,,
11934.594,,qwen3.5:2b,run1_p6,106.79,59.0,,
11935.121,,qwen3.5:2b,run1_p6,106.70,59.0,,
11935.644,,qwen3.5:2b,run1_p6,106.38,59.0,,
11936.171,,qwen3.5:2b,run1_p6,106.56,59.0,,
11936.704,,qwen3.5:2b,run1_p6,106.60,60.0,,
11937.238,,qwen3.5:2b,run1_p6,106.24,60.0,,
11937.764,,qwen3.5:2b,run1_p6,106.02,59.0,,
11938.290,,qwen3.5:2b,run1_p6,106.25,60.0,,
11938.815,,qwen3.5:2b,run1_p6,106.47,59.0,,
11939.340,,qwen3.5:2b,run1_p6,106.42,59.0,,
11939.867,,qwen3.5:2b,run1_p6,106.80,59.0,,
11940.394,,qwen3.5:2b,run1_p6,107.05,59.0,,
11940.920,,qwen3.5:2b,run1_p6,106.59,59.0,,
11941.445,,qwen3.5:2b,run1_p6,106.42,59.0,,
11941.992,,qwen3.5:2b,run1_p7,87.43,59.0,,
11942.525,,qwen3.5:2b,run1_p7,76.65,58.0,,
11943.049,,qwen3.5:2b,run1_p7,89.70,59.0,,
11943.577,,qwen3.5:2b,run1_p7,105.94,59.0,,
11944.102,,qwen3.5:2b,run1_p7,105.84,59.0,,
11944.626,,qwen3.5:2b,run1_p7,106.07,59.0,,
11945.156,,qwen3.5:2b,run1_p7,106.16,59.0,,
11945.684,,qwen3.5:2b,run1_p7,106.33,59.0,,
11946.208,,qwen3.5:2b,run1_p7,106.44,59.0,,
11946.733,,qwen3.5:2b,run1_p7,106.15,59.0,,
11947.258,,qwen3.5:2b,run1_p7,106.27,59.0,,
11947.790,,qwen3.5:2b,run1_p7,105.79,59.0,,
11948.319,,qwen3.5:2b,run1_p7,105.51,59.0,,
11948.849,,qwen3.5:2b,run1_p7,105.55,59.0,,
11949.392,,qwen3.5:2b,run1_p7,105.64,59.0,,
11949.918,,qwen3.5:2b,run1_p7,106.15,59.0,,
11950.440,,qwen3.5:2b,run1_p7,106.04,59.0,,
11950.967,,qwen3.5:2b,run1_p7,106.10,59.0,,
11951.493,,qwen3.5:2b,run1_p7,105.98,59.0,,
11952.016,,qwen3.5:2b,run1_p7,106.04,59.0,,
11952.543,,qwen3.5:2b,run1_p7,106.06,59.0,,
11953.069,,qwen3.5:2b,run1_p7,105.89,59.0,,
11953.592,,qwen3.5:2b,run1_p7,105.85,59.0,,
11954.116,,qwen3.5:2b,run1_p7,105.66,59.0,,
11954.667,,qwen3.5:2b,run1_p7,105.75,59.0,,
11955.194,,qwen3.5:2b,run1_p7,105.85,59.0,,
11955.724,,qwen3.5:2b,run1_p7,105.85,59.0,,
11956.247,,qwen3.5:2b,run1_p7,106.43,59.0,,
11956.775,,qwen3.5:2b,run1_p7,106.62,59.0,,
11957.336,,qwen3.5:2b,run1_p7,106.33,59.0,,
11957.860,,qwen3.5:2b,run1_p7,106.49,59.0,,
11958.386,,qwen3.5:2b,run1_p7,106.27,59.0,,
11958.927,,qwen3.5:2b,run1_p7,106.46,59.0,,
11959.463,,qwen3.5:2b,run1_p7,106.82,60.0,,
11959.991,,qwen3.5:2b,run1_p7,106.62,59.0,,
11960.531,,qwen3.5:2b,run1_p7,106.36,59.0,,
11961.079,,qwen3.5:2b,run1_p7,106.46,59.0,,
11961.610,,qwen3.5:2b,run1_p7,106.75,59.0,,
11962.137,,qwen3.5:2b,run1_p7,105.77,59.0,,
11962.664,,qwen3.5:2b,run1_p7,105.45,60.0,,
11963.190,,qwen3.5:2b,run1_p7,106.06,59.0,,
11963.717,,qwen3.5:2b,run1_p7,106.17,59.0,,
11964.310,,qwen3.5:2b,run1_p7,105.93,59.0,,
11964.836,,qwen3.5:2b,run1_p7,105.82,59.0,,
11965.365,,qwen3.5:2b,run1_p7,105.97,59.0,,
11965.893,,qwen3.5:2b,run1_p7,106.08,60.0,,
11966.419,,qwen3.5:2b,run1_p7,106.33,60.0,,
11966.948,,qwen3.5:2b,run1_p7,106.24,59.0,,
11967.488,,qwen3.5:2b,run1_p8,85.66,54.0,,
11968.014,,qwen3.5:2b,run1_p8,75.86,56.0,,
11968.556,,qwen3.5:2b,run1_p8,90.05,59.0,,
11969.144,,qwen3.5:2b,run1_p8,105.50,59.0,,
11969.674,,qwen3.5:2b,run1_p8,105.75,59.0,,
11970.222,,qwen3.5:2b,run1_p8,105.96,59.0,,
11970.788,,qwen3.5:2b,run1_p8,105.91,59.0,,
11971.330,,qwen3.5:2b,run1_p8,105.93,59.0,,
11971.853,,qwen3.5:2b,run1_p8,106.08,59.0,,
11972.379,,qwen3.5:2b,run1_p8,105.76,59.0,,
11972.915,,qwen3.5:2b,run1_p8,105.59,59.0,,
11973.451,,qwen3.5:2b,run1_p8,105.75,59.0,,
11973.978,,qwen3.5:2b,run1_p8,105.97,59.0,,
11974.524,,qwen3.5:2b,run1_p8,106.06,59.0,,
11975.065,,qwen3.5:2b,run1_p8,106.16,59.0,,
11975.616,,qwen3.5:2b,run1_p8,106.17,59.0,,
11976.169,,qwen3.5:2b,run1_p8,106.29,59.0,,
11976.716,,qwen3.5:2b,run1_p8,106.42,59.0,,
11977.245,,qwen3.5:2b,run1_p8,106.05,59.0,,
11977.804,,qwen3.5:2b,run1_p8,105.86,59.0,,
11978.357,,qwen3.5:2b,run1_p8,105.78,59.0,,
11978.893,,qwen3.5:2b,run1_p8,105.81,59.0,,
11979.451,,qwen3.5:2b,run1_p9,95.41,59.0,,
11980.071,,qwen3.5:2b,run1_p9,85.87,52.0,,
11980.652,,qwen3.5:2b,run1_p9,101.97,59.0,,
11981.213,,qwen3.5:2b,run1_p9,105.54,59.0,,
11981.789,,qwen3.5:2b,run1_p9,105.70,59.0,,
11982.321,,qwen3.5:2b,run1_p9,106.01,59.0,,
11982.870,,qwen3.5:2b,run1_p9,105.81,59.0,,
11983.408,,qwen3.5:2b,run1_p9,105.64,59.0,,
11983.940,,qwen3.5:2b,run1_p9,105.93,59.0,,
11984.478,,qwen3.5:2b,run1_p9,105.95,59.0,,
11985.007,,qwen3.5:2b,run1_p9,105.79,59.0,,
11985.548,,qwen3.5:2b,run1_p9,105.57,59.0,,
11986.098,,qwen3.5:2b,run1_p9,105.53,60.0,,
11986.689,,qwen3.5:2b,run1_p9,105.78,59.0,,
11987.276,,qwen3.5:2b,run1_p9,105.86,59.0,,
11987.800,,qwen3.5:2b,run1_p9,105.81,59.0,,
11988.405,,qwen3.5:2b,run1_p9,105.80,59.0,,
11988.929,,qwen3.5:2b,run1_p9,105.76,60.0,,
11989.476,,qwen3.5:2b,run1_p9,106.05,59.0,,
11990.023,,qwen3.5:2b,run1_p9,105.94,59.0,,
11990.568,,qwen3.5:2b,run1_p9,105.71,59.0,,
11991.093,,qwen3.5:2b,run1_p9,105.58,59.0,,
11991.635,,qwen3.5:2b,run1_p9,105.66,60.0,,
11992.163,,qwen3.5:2b,run1_p9,105.68,59.0,,
11992.689,,qwen3.5:2b,run1_p9,106.21,59.0,,
11993.278,,qwen3.5:2b,run1_p9,106.17,60.0,,
11993.857,,qwen3.5:2b,run1_p9,106.29,59.0,,
11994.381,,qwen3.5:2b,run1_p9,106.31,59.0,,
11994.951,,qwen3.5:2b,run1_p9,105.59,59.0,,
11995.521,,qwen3.5:2b,run1_p9,105.71,60.0,,
11996.102,,qwen3.5:2b,run1_p9,106.45,59.0,,
11996.680,,qwen3.5:2b,run1_p9,106.58,59.0,,
11997.274,,qwen3.5:2b,run1_p9,106.52,59.0,,
11997.800,,qwen3.5:2b,run1_p9,106.33,60.0,,
11998.340,,qwen3.5:2b,run1_p9,106.65,60.0,,
11998.873,,qwen3.5:2b,run1_p9,106.57,59.0,,
11999.398,,qwen3.5:2b,run1_p9,105.53,59.0,,
11999.923,,qwen3.5:2b,run1_p9,105.83,59.0,,
12000.452,,qwen3.5:2b,run1_p9,106.39,59.0,,
12001.060,,qwen3.5:2b,run1_p9,106.40,59.0,,
12001.586,,qwen3.5:2b,run1_p9,106.46,59.0,,
12002.151,,qwen3.5:2b,run1_p9,106.43,59.0,,
12002.732,,qwen3.5:2b,run1_p9,106.45,60.0,,
12003.255,,qwen3.5:2b,run1_p9,106.55,59.0,,
12003.814,,qwen3.5:2b,run1_p9,106.54,59.0,,
12004.344,,qwen3.5:2b,run1_p9,106.47,59.0,,
12004.882,,qwen3.5:2b,run1_p9,106.55,59.0,,
12005.413,,qwen3.5:2b,run1_p9,106.60,60.0,,
12005.962,,qwen3.5:2b,run1_p9,106.24,59.0,,
12006.507,,qwen3.5:2b,run1_p9,106.36,60.0,,
12007.068,,qwen3.5:2b,run1_p9,106.06,59.0,,
12007.667,,qwen3.5:2b,run1_p9,106.28,59.0,,
12008.194,,qwen3.5:2b,run1_p9,106.62,60.0,,
12008.797,,qwen3.5:2b,run1_p9,106.70,60.0,,
12009.357,,qwen3.5:2b,run1_p9,106.79,60.0,,
12009.897,,qwen3.5:2b,run1_p9,106.49,60.0,,
12010.464,,qwen3.5:2b,run1_p9,106.62,60.0,,
12011.028,,qwen3.5:2b,run1_p9,106.90,60.0,,
12011.598,,qwen3.5:2b,run1_p9,106.91,59.0,,
12012.187,,qwen3.5:2b,run1_p9,106.90,60.0,,
12012.711,,qwen3.5:2b,run1_p9,106.82,59.0,,
12013.239,,qwen3.5:2b,run1_p9,106.76,59.0,,
12013.764,,qwen3.5:2b,run1_p9,106.57,59.0,,
12014.323,,qwen3.5:2b,run1_p9,106.62,60.0,,
12014.862,,qwen3.5:2b,run1_p9,106.67,60.0,,
12015.389,,qwen3.5:2b,run1_p9,106.64,59.0,,
12015.916,,qwen3.5:2b,run1_p9,106.57,60.0,,
12016.441,,qwen3.5:2b,run1_p9,106.64,60.0,,
12016.969,,qwen3.5:2b,run1_p9,106.73,60.0,,
12017.496,,qwen3.5:2b,run1_p9,106.49,60.0,,
12018.026,,qwen3.5:2b,run1_p9,106.42,60.0,,
12018.554,,qwen3.5:2b,run1_p9,106.82,60.0,,
12019.079,,qwen3.5:2b,run1_p9,106.45,60.0,,
12019.602,,qwen3.5:2b,run1_p9,106.19,59.0,,
12020.130,,qwen3.5:2b,run1_p9,106.42,60.0,,
12020.656,,qwen3.5:2b,run1_p9,106.84,60.0,,
12021.182,,qwen3.5:2b,run1_p9,106.88,60.0,,
12021.707,,qwen3.5:2b,run1_p9,106.77,60.0,,
12022.234,,qwen3.5:2b,run1_p9,106.58,60.0,,
12022.758,,qwen3.5:2b,run1_p9,106.54,59.0,,
12023.283,,qwen3.5:2b,run1_p9,106.98,60.0,,
12023.806,,qwen3.5:2b,run1_p9,106.94,60.0,,
12024.334,,qwen3.5:2b,run1_p9,106.71,60.0,,
12024.858,,qwen3.5:2b,run1_p9,107.10,60.0,,
12025.383,,qwen3.5:2b,run1_p9,106.69,60.0,,
12025.908,,qwen3.5:2b,run1_p9,106.50,59.0,,
12026.434,,qwen3.5:2b,run1_p9,107.06,60.0,,
12026.962,,qwen3.5:2b,run1_p9,106.93,60.0,,
12027.485,,qwen3.5:2b,run1_p9,106.54,60.0,,
12028.054,,qwen3.5:2b,run1_p9,106.60,60.0,,
12028.688,,qwen3.5:2b,run1_p9,96.00,55.0,,
12029.213,,qwen3.5:2b,run1_p9,67.06,52.0,,
12029.758,,qwen3.5:2b,run1_p9,42.25,51.0,,
12030.282,,qwen3.5:2b,run1_p9,40.45,51.0,,
12030.808,,qwen3.5:2b,run1_p9,33.53,49.0,,
12031.333,,qwen3.5:2b,run1_p9,26.33,48.0,,
12031.856,,qwen3.5:2b,run1_p9,26.09,48.0,,
12032.384,,qwen3.5:2b,run1_p9,26.62,48.0,,
12032.962,,qwen3.5:2b,run1_p9,58.30,53.0,,
12033.494,,qwen3.5:2b,run1_p9,93.51,57.0,,
12034.081,,qwen3.5:2b,run1_p9,104.43,58.0,,
12034.825,,qwen3.5:2b,run1_p9,95.31,57.0,,
12035.410,,qwen3.5:2b,run1_p9,95.08,58.0,,
12035.943,,qwen3.5:2b,run1_p9,105.19,58.0,,
12036.491,,qwen3.5:2b,run1_p9,106.21,59.0,,
12037.077,,qwen3.5:2b,run1_p9,106.34,59.0,,
12037.608,,qwen3.5:2b,run1_p9,106.68,59.0,,
12038.192,,qwen3.5:2b,run1_p9,107.57,59.0,,
12038.718,,qwen3.5:2b,run1_p9,107.57,59.0,,
12039.242,,qwen3.5:2b,run1_p9,107.33,59.0,,
12039.768,,qwen3.5:2b,run1_p9,107.31,59.0,,
12040.354,,qwen3.5:2b,run1_p9,107.53,59.0,,
12040.909,,qwen3.5:2b,run1_p9,107.53,59.0,,
12041.494,,qwen3.5:2b,run1_p9,107.32,59.0,,
12042.073,,qwen3.5:2b,run1_p9,107.44,59.0,,
12042.602,,qwen3.5:2b,run1_p9,107.68,59.0,,
12043.139,,qwen3.5:2b,run1_p9,107.48,59.0,,
12043.678,,qwen3.5:2b,run1_p9,107.59,59.0,,
12044.224,,qwen3.5:2b,run1_p9,107.66,59.0,,
12044.774,,qwen3.5:2b,run1_p9,107.71,59.0,,
12045.328,,qwen3.5:2b,run1_p9,107.97,59.0,,
12045.863,,qwen3.5:2b,run1_p9,108.15,59.0,,
12046.410,,qwen3.5:2b,run1_p9,108.02,59.0,,
12046.940,,qwen3.5:2b,run1_p9,107.76,59.0,,
12047.465,,qwen3.5:2b,run1_p9,107.51,59.0,,
12048.031,,qwen3.5:2b,run1_p9,107.57,59.0,,
12048.560,,qwen3.5:2b,run1_p9,107.89,59.0,,
12049.138,,qwen3.5:2b,run1_p9,107.91,59.0,,
12049.738,,qwen3.5:2b,run1_p9,107.72,60.0,,
12050.291,,qwen3.5:2b,run1_p9,107.94,59.0,,
12050.826,,qwen3.5:2b,run1_p9,107.94,59.0,,
12051.370,,qwen3.5:2b,run1_p9,108.08,60.0,,
12051.935,,qwen3.5:2b,run1_p9,108.25,59.0,,
12052.532,,qwen3.5:2b,run1_p9,108.20,60.0,,
12053.061,,qwen3.5:2b,run1_p9,107.75,59.0,,
12053.610,,qwen3.5:2b,run1_p9,107.87,60.0,,
12054.164,,qwen3.5:2b,run1_p9,108.77,60.0,,
