t_mono,wall_ts,model,phase,gpu_w,gpu_temp_c,cpu_temp_c,cpu_pct
10366.226,,gemma4:e2b,run2_p11,119.67,63.0,,
10366.753,,gemma4:e2b,run2_p11,119.20,63.0,,
10367.295,,gemma4:e2b,run2_p11,120.15,63.0,,
10367.833,,gemma4:e2b,run2_p11,120.09,63.0,,
10368.363,,gemma4:e2b,run2_p11,119.57,62.0,,
10368.908,,gemma4:e2b,run2_p11,119.50,63.0,,
10369.451,,gemma4:e2b,run2_p11,120.22,63.0,,
10369.982,,gemma4:e2b,run2_p11,119.45,63.0,,
10370.506,,gemma4:e2b,run2_p11,120.09,63.0,,
10371.033,,gemma4:e2b,run2_p11,120.77,63.0,,
10371.560,,gemma4:e2b,run2_p11,120.92,63.0,,
10372.083,,gemma4:e2b,run2_p11,120.94,63.0,,
10372.606,,gemma4:e2b,run2_p11,120.67,63.0,,
10373.135,,gemma4:e2b,run2_p11,120.06,63.0,,
10373.660,,gemma4:e2b,run2_p11,119.65,62.0,,
10374.202,,gemma4:e2b,run2_p11,119.81,63.0,,
10374.730,,gemma4:e2b,run2_p12,114.96,63.0,,
10375.257,,gemma4:e2b,run2_p12,95.01,55.0,,
10375.782,,gemma4:e2b,run2_p12,99.36,61.0,,
10376.308,,gemma4:e2b,run2_p12,118.70,62.0,,
10376.837,,gemma4:e2b,run2_p12,119.29,63.0,,
10377.366,,gemma4:e2b,run2_p12,118.17,62.0,,
10377.892,,gemma4:e2b,run2_p12,118.29,62.0,,
10378.418,,gemma4:e2b,run2_p12,117.89,61.0,,
10378.943,,gemma4:e2b,run2_p12,118.36,62.0,,
10379.472,,gemma4:e2b,run2_p12,118.10,62.0,,
10379.999,,gemma4:e2b,run2_p12,118.68,63.0,,
10380.528,,gemma4:e2b,run2_p13,91.99,53.0,,
10381.054,,gemma4:e2b,run2_p13,78.41,60.0,,
10381.600,,gemma4:e2b,run2_p13,98.28,60.0,,
10382.133,,gemma4:e2b,run2_p13,118.45,62.0,,
10382.660,,gemma4:e2b,run2_p13,118.60,61.0,,
10383.198,,gemma4:e2b,run2_p13,118.60,62.0,,
10383.723,,gemma4:e2b,run2_p13,118.33,62.0,,
10384.248,,gemma4:e2b,run2_p13,118.17,62.0,,
10384.774,,gemma4:e2b,run2_p13,117.93,63.0,,
10385.340,,gemma4:e2b,run2_p13,118.58,62.0,,
10385.865,,gemma4:e2b,run2_p13,118.71,63.0,,
10386.392,,gemma4:e2b,run2_p13,118.43,62.0,,
10386.917,,gemma4:e2b,run2_p13,118.53,63.0,,
10387.446,,gemma4:e2b,run2_p13,118.89,62.0,,
10387.970,,gemma4:e2b,run2_p13,119.22,63.0,,
10388.495,,gemma4:e2b,run2_p13,119.32,63.0,,
10389.020,,gemma4:e2b,run2_p13,120.17,63.0,,
10389.543,,gemma4:e2b,run2_p13,120.56,63.0,,
10390.069,,gemma4:e2b,run2_p14,119.52,63.0,,
10390.593,,gemma4:e2b,run2_p14,102.71,55.0,,
10391.116,,gemma4:e2b,run2_p14,102.18,62.0,,
10391.641,,gemma4:e2b,run2_p14,119.08,62.0,,
10392.166,,gemma4:e2b,run2_p14,118.78,62.0,,
10392.693,,gemma4:e2b,run2_p14,118.60,63.0,,
10393.216,,gemma4:e2b,run2_p14,118.27,63.0,,
10393.753,,gemma4:e2b,run2_p14,117.80,62.0,,
10394.283,,gemma4:e2b,run2_p14,118.41,62.0,,
10394.809,,gemma4:e2b,run2_p14,117.92,62.0,,
10395.335,,gemma4:e2b,run2_p14,118.20,63.0,,
10395.858,,gemma4:e2b,run2_p14,118.45,63.0,,
10396.381,,gemma4:e2b,run2_p14,119.51,63.0,,
10396.904,,gemma4:e2b,run2_p14,118.76,62.0,,
10397.429,,gemma4:e2b,run2_p14,118.70,63.0,,
10397.954,,gemma4:e2b,run2_p14,119.27,62.0,,
10398.489,,gemma4:e2b,run2_p14,118.84,61.0,,
10399.012,,gemma4:e2b,run2_p14,119.11,63.0,,
10399.544,,gemma4:e2b,run2_p14,118.61,63.0,,
10400.071,,gemma4:e2b,run2_p14,119.38,63.0,,
10400.601,,gemma4:e2b,run2_p14,118.42,63.0,,
10401.131,,gemma4:e2b,run2_p14,118.60,62.0,,
10401.658,,gemma4:e2b,run2_p14,119.10,63.0,,
10402.189,,gemma4:e2b,run2_p14,119.77,63.0,,
10402.717,,gemma4:e2b,run2_p14,119.92,63.0,,
10403.240,,gemma4:e2b,run2_p14,119.98,62.0,,
10403.766,,gemma4:e2b,run2_p14,119.42,63.0,,
10404.293,,gemma4:e2b,run2_p14,119.65,63.0,,
10404.825,,gemma4:e2b,run2_p14,119.51,63.0,,
10405.349,,gemma4:e2b,run2_p14,119.95,63.0,,
10405.872,,gemma4:e2b,run2_p14,119.96,63.0,,
10406.399,,gemma4:e2b,run3_p0,118.11,62.0,,
10406.934,,gemma4:e2b,run3_p0,103.82,59.0,,
10407.470,,gemma4:e2b,run3_p0,103.69,62.0,,
10408.011,,gemma4:e2b,run3_p0,118.31,62.0,,
10408.557,,gemma4:e2b,run3_p1,97.62,57.0,,
10409.090,,gemma4:e2b,run3_p1,79.13,52.0,,
10409.614,,gemma4:e2b,run3_p1,100.19,62.0,,
10410.138,,gemma4:e2b,run3_p1,117.99,62.0,,
10410.664,,gemma4:e2b,run3_p1,118.38,62.0,,
10411.289,,gemma4:e2b,run3_p2,116.02,62.0,,
10411.816,,gemma4:e2b,run3_p2,101.61,54.0,,
10412.340,,gemma4:e2b,run3_p2,103.87,61.0,,
10412.868,,gemma4:e2b,run3_p2,118.73,62.0,,
10413.404,,gemma4:e2b,run3_p3,94.36,62.0,,
10413.927,,gemma4:e2b,run3_p3,76.54,52.0,,
10414.451,,gemma4:e2b,run3_p3,100.19,60.0,,
10414.975,,gemma4:e2b,run3_p3,118.17,62.0,,
10415.502,,gemma4:e2b,run3_p3,118.33,62.0,,
10416.026,,gemma4:e2b,run3_p3,117.95,62.0,,
10416.554,,gemma4:e2b,run3_p4,86.80,52.0,,
10417.082,,gemma4:e2b,run3_p4,72.30,61.0,,
10417.635,,gemma4:e2b,run3_p4,96.94,62.0,,
10418.160,,gemma4:e2b,run3_p4,117.76,62.0,,
10418.700,,gemma4:e2b,run3_p5,87.19,52.0,,
10419.227,,gemma4:e2b,run3_p5,73.81,59.0,,
10419.759,,gemma4:e2b,run3_p5,97.07,60.0,,
10420.297,,gemma4:e2b,run3_p5,116.88,62.0,,
10420.822,,gemma4:e2b,run3_p5,117.54,61.0,,
10421.352,,gemma4:e2b,run3_p5,116.97,62.0,,
10421.878,,gemma4:e2b,run3_p5,116.68,62.0,,
10422.410,,gemma4:e2b,run3_p6,92.80,54.0,,
10422.940,,gemma4:e2b,run3_p6,79.49,57.0,,
10423.468,,gemma4:e2b,run3_p6,97.35,61.0,,
10423.992,,gemma4:e2b,run3_p6,117.58,62.0,,
10424.516,,gemma4:e2b,run3_p6,117.05,62.0,,
10425.045,,gemma4:e2b,run3_p6,116.34,61.0,,
10425.569,,gemma4:e2b,run3_p6,117.11,61.0,,
10426.095,,gemma4:e2b,run3_p6,116.76,61.0,,
10426.622,,gemma4:e2b,run3_p6,117.48,62.0,,
10427.151,,gemma4:e2b,run3_p6,118.39,62.0,,
10427.674,,gemma4:e2b,run3_p6,117.99,62.0,,
10428.200,,gemma4:e2b,run3_p6,117.65,63.0,,
10428.733,,gemma4:e2b,run3_p6,116.67,62.0,,
10429.261,,gemma4:e2b,run3_p6,117.21,62.0,,
10429.789,,gemma4:e2b,run3_p6,117.48,62.0,,
10430.314,,gemma4:e2b,run3_p6,117.32,62.0,,
10430.838,,gemma4:e2b,run3_p6,116.77,62.0,,
10431.365,,gemma4:e2b,run3_p6,117.33,62.0,,
10431.893,,gemma4:e2b,run3_p6,116.94,62.0,,
10432.417,,gemma4:e2b,run3_p6,117.39,62.0,,
10432.943,,gemma4:e2b,run3_p6,117.97,62.0,,
10433.468,,gemma4:e2b,run3_p6,118.06,61.0,,
10433.999,,gemma4:e2b,run3_p6,117.62,62.0,,
10434.522,,gemma4:e2b,run3_p6,117.24,62.0,,
10435.050,,gemma4:e2b,run3_p6,118.17,61.0,,
10435.578,,gemma4:e2b,run3_p6,118.79,62.0,,
10436.101,,gemma4:e2b,run3_p6,118.39,62.0,,
10436.649,,gemma4:e2b,run3_p7,103.58,62.0,,
10437.177,,gemma4:e2b,run3_p7,89.85,60.0,,
10437.718,,gemma4:e2b,run3_p7,96.59,62.0,,
10438.244,,gemma4:e2b,run3_p7,117.07,62.0,,
10438.784,,gemma4:e2b,run3_p7,117.04,62.0,,
10439.308,,gemma4:e2b,run3_p7,116.92,61.0,,
10439.835,,gemma4:e2b,run3_p7,116.71,62.0,,
10440.364,,gemma4:e2b,run3_p7,117.37,60.0,,
10440.890,,gemma4:e2b,run3_p7,116.69,62.0,,
10441.422,,gemma4:e2b,run3_p7,117.12,62.0,,
10441.949,,gemma4:e2b,run3_p7,116.61,62.0,,
10442.473,,gemma4:e2b,run3_p7,117.03,62.0,,
10443.017,,gemma4:e2b,run3_p7,117.49,62.0,,
10443.543,,gemma4:e2b,run3_p7,117.85,62.0,,
10444.075,,gemma4:e2b,run3_p7,117.49,61.0,,
10444.601,,gemma4:e2b,run3_p7,118.22,63.0,,
10445.126,,gemma4:e2b,run3_p7,117.94,62.0,,
10445.652,,gemma4:e2b,run3_p7,117.93,63.0,,
10446.179,,gemma4:e2b,run3_p7,118.66,62.0,,
10446.705,,gemma4:e2b,run3_p7,118.03,62.0,,
10447.230,,gemma4:e2b,run3_p7,118.18,62.0,,
10447.755,,gemma4:e2b,run3_p7,118.15,62.0,,
10448.285,,gemma4:e2b,run3_p7,117.66,62.0,,
10448.824,,gemma4:e2b,run3_p7,118.84,62.0,,
10449.355,,gemma4:e2b,run3_p7,119.69,63.0,,
10449.882,,gemma4:e2b,run3_p7,119.41,62.0,,
10450.419,,gemma4:e2b,run3_p8,99.18,57.0,,
10450.950,,gemma4:e2b,run3_p8,80.64,52.0,,
10451.477,,gemma4:e2b,run3_p8,100.41,62.0,,
10452.003,,gemma4:e2b,run3_p8,118.72,62.0,,
10452.528,,gemma4:e2b,run3_p8,118.40,62.0,,
10453.053,,gemma4:e2b,run3_p8,117.63,62.0,,
10453.578,,gemma4:e2b,run3_p8,118.00,63.0,,
10454.104,,gemma4:e2b,run3_p8,117.91,62.0,,
10454.630,,gemma4:e2b,run3_p8,118.45,63.0,,
10455.154,,gemma4:e2b,run3_p8,118.29,62.0,,
10455.686,,gemma4:e2b,run3_p8,118.41,63.0,,
10456.210,,gemma4:e2b,run3_p8,118.53,62.0,,
10456.740,,gemma4:e2b,run3_p8,118.51,62.0,,
10457.266,,gemma4:e2b,run3_p8,118.47,63.0,,
10457.794,,gemma4:e2b,run3_p8,119.23,63.0,,
10458.320,,gemma4:e2b,run3_p8,118.62,62.0,,
10458.844,,gemma4:e2b,run3_p8,118.96,63.0,,
10459.368,,gemma4:e2b,run3_p8,118.98,63.0,,
10459.895,,gemma4:e2b,run3_p8,119.49,63.0,,
10460.419,,gemma4:e2b,run3_p8,119.34,62.0,,
10460.949,,gemma4:e2b,run3_p8,119.61,63.0,,
10461.477,,gemma4:e2b,run3_p8,119.57,62.0,,
10462.005,,gemma4:e2b,run3_p8,119.19,62.0,,
10462.546,,gemma4:e2b,run3_p9,87.07,52.0,,
10463.075,,gemma4:e2b,run3_p9,67.34,60.0,,
10463.599,,gemma4:e2b,run3_p9,95.74,62.0,,
10464.127,,gemma4:e2b,run3_p9,118.18,62.0,,
10464.655,,gemma4:e2b,run3_p9,117.88,63.0,,
10465.186,,gemma4:e2b,run3_p9,117.17,62.0,,
10465.714,,gemma4:e2b,run3_p9,117.95,62.0,,
10466.252,,gemma4:e2b,run3_p9,118.10,62.0,,
10466.797,,gemma4:e2b,run3_p9,118.41,62.0,,
10467.324,,gemma4:e2b,run3_p9,117.77,62.0,,
10467.859,,gemma4:e2b,run3_p10,85.76,53.0,,
10468.393,,gemma4:e2b,run3_p10,74.29,58.0,,
10468.917,,gemma4:e2b,run3_p10,98.93,61.0,,
10469.442,,gemma4:e2b,run3_p10,117.71,62.0,,
10469.979,,gemma4:e2b,run3_p10,118.05,62.0,,
10470.506,,gemma4:e2b,run3_p10,118.19,62.0,,
10471.032,,gemma4:e2b,run3_p10,117.89,62.0,,
10471.556,,gemma4:e2b,run3_p10,118.07,62.0,,
10472.079,,gemma4:e2b,run3_p10,118.50,62.0,,
10472.609,,gemma4:e2b,run3_p10,118.30,62.0,,
10473.134,,gemma4:e2b,run3_p10,117.96,62.0,,
10473.658,,gemma4:e2b,run3_p10,118.51,62.0,,
10474.183,,gemma4:e2b,run3_p10,118.33,62.0,,
10474.713,,gemma4:e2b,run3_p10,118.62,62.0,,
10475.239,,gemma4:e2b,run3_p10,118.40,62.0,,
10475.773,,gemma4:e2b,run3_p10,118.99,61.0,,
10476.298,,gemma4:e2b,run3_p10,118.54,62.0,,
10476.826,,gemma4:e2b,run3_p10,118.55,62.0,,
10477.350,,gemma4:e2b,run3_p10,118.24,62.0,,
10477.874,,gemma4:e2b,run3_p10,118.51,62.0,,
10478.399,,gemma4:e2b,run3_p10,118.86,62.0,,
10478.934,,gemma4:e2b,run3_p10,118.63,63.0,,
10479.463,,gemma4:e2b,run3_p10,118.96,62.0,,
10480.012,,gemma4:e2b,run3_p10,118.58,61.0,,
10480.541,,gemma4:e2b,run3_p10,118.57,62.0,,
10481.068,,gemma4:e2b,run3_p10,119.48,62.0,,
10481.606,,gemma4:e2b,run3_p11,86.94,52.0,,
10482.136,,gemma4:e2b,run3_p11,72.99,60.0,,
10482.665,,gemma4:e2b,run3_p11,96.53,62.0,,
10483.197,,gemma4:e2b,run3_p11,116.55,62.0,,
10483.721,,gemma4:e2b,run3_p11,116.43,62.0,,
10484.254,,gemma4:e2b,run3_p11,116.94,62.0,,
10484.778,,gemma4:e2b,run3_p11,117.32,62.0,,
10485.336,,gemma4:e2b,run3_p11,117.17,62.0,,
10485.863,,gemma4:e2b,run3_p11,116.40,62.0,,
10486.395,,gemma4:e2b,run3_p11,116.67,62.0,,
10486.919,,gemma4:e2b,run3_p11,117.10,62.0,,
10487.454,,gemma4:e2b,run3_p11,117.92,62.0,,
10487.979,,gemma4:e2b,run3_p11,117.88,62.0,,
10488.514,,gemma4:e2b,run3_p11,117.57,62.0,,
10489.039,,gemma4:e2b,run3_p11,117.07,62.0,,
10489.569,,gemma4:e2b,run3_p11,117.63,62.0,,
10490.097,,gemma4:e2b,run3_p11,117.96,62.0,,
10490.623,,gemma4:e2b,run3_p11,118.32,62.0,,
10491.153,,gemma4:e2b,run3_p11,117.56,62.0,,
10491.679,,gemma4:e2b,run3_p11,117.66,62.0,,
10492.204,,gemma4:e2b,run3_p11,118.08,62.0,,
10492.732,,gemma4:e2b,run3_p11,118.43,63.0,,
10493.258,,gemma4:e2b,run3_p11,118.16,62.0,,
10493.781,,gemma4:e2b,run3_p11,117.92,63.0,,
10494.309,,gemma4:e2b,run3_p11,117.95,62.0,,
10494.838,,gemma4:e2b,run3_p11,118.52,62.0,,
10495.363,,gemma4:e2b,run3_p11,118.46,63.0,,
10495.890,,gemma4:e2b,run3_p11,118.28,63.0,,
10496.415,,gemma4:e2b,run3_p11,118.26,63.0,,
10496.941,,gemma4:e2b,run3_p11,118.28,62.0,,
10497.466,,gemma4:e2b,run3_p11,117.77,63.0,,
10497.993,,gemma4:e2b,run3_p11,118.40,63.0,,
10498.518,,gemma4:e2b,run3_p11,118.44,62.0,,
10499.043,,gemma4:e2b,run3_p11,118.47,62.0,,
10499.569,,gemma4:e2b,run3_p11,119.02,62.0,,
10500.096,,gemma4:e2b,run3_p11,119.32,62.0,,
10500.620,,gemma4:e2b,run3_p11,119.25,62.0,,
10501.146,,gemma4:e2b,run3_p11,118.99,62.0,,
10501.672,,gemma4:e2b,run3_p11,118.97,62.0,,
10502.198,,gemma4:e2b,run3_p11,119.22,63.0,,
10502.723,,gemma4:e2b,run3_p11,118.51,62.0,,
10503.252,,gemma4:e2b,run3_p11,119.26,63.0,,
10503.805,,gemma4:e2b,run3_p11,119.80,62.0,,
10504.332,,gemma4:e2b,run3_p11,119.50,62.0,,
10504.861,,gemma4:e2b,run3_p12,88.18,52.0,,
10505.388,,gemma4:e2b,run3_p12,70.29,60.0,,
10505.926,,gemma4:e2b,run3_p12,93.44,62.0,,
10506.455,,gemma4:e2b,run3_p12,117.50,62.0,,
10506.984,,gemma4:e2b,run3_p12,117.06,62.0,,
10507.511,,gemma4:e2b,run3_p12,117.52,62.0,,
10508.035,,gemma4:e2b,run3_p12,117.15,62.0,,
10508.560,,gemma4:e2b,run3_p12,117.44,62.0,,
10509.088,,gemma4:e2b,run3_p12,117.95,63.0,,
10509.613,,gemma4:e2b,run3_p12,117.52,62.0,,
10510.157,,gemma4:e2b,run3_p13,103.22,56.0,,
10510.682,,gemma4:e2b,run3_p13,85.57,59.0,,
10511.210,,gemma4:e2b,run3_p13,100.17,62.0,,
10511.742,,gemma4:e2b,run3_p13,117.47,62.0,,
10512.273,,gemma4:e2b,run3_p13,117.16,62.0,,
10512.801,,gemma4:e2b,run3_p13,117.41,62.0,,
10513.326,,gemma4:e2b,run3_p13,117.83,62.0,,
10513.853,,gemma4:e2b,run3_p13,118.46,62.0,,
10514.378,,gemma4:e2b,run3_p13,118.35,62.0,,
10514.902,,gemma4:e2b,run3_p13,118.26,62.0,,
10515.431,,gemma4:e2b,run3_p13,119.33,62.0,,
10515.955,,gemma4:e2b,run3_p13,119.40,62.0,,
10516.483,,gemma4:e2b,run3_p13,118.63,62.0,,
10517.007,,gemma4:e2b,run3_p13,118.47,62.0,,
10517.531,,gemma4:e2b,run3_p13,118.22,62.0,,
10518.068,,gemma4:e2b,run3_p13,118.13,62.0,,
10518.600,,gemma4:e2b,run3_p14,89.89,56.0,,
10519.129,,gemma4:e2b,run3_p14,71.19,52.0,,
10519.653,,gemma4:e2b,run3_p14,99.71,61.0,,
10520.179,,gemma4:e2b,run3_p14,118.22,61.0,,
10520.708,,gemma4:e2b,run3_p14,118.99,62.0,,
10521.233,,gemma4:e2b,run3_p14,118.26,62.0,,
10521.757,,gemma4:e2b,run3_p14,118.15,63.0,,
10522.281,,gemma4:e2b,run3_p14,117.61,61.0,,
10522.807,,gemma4:e2b,run3_p14,117.95,62.0,,
10523.331,,gemma4:e2b,run3_p14,117.95,62.0,,
10523.856,,gemma4:e2b,run3_p14,118.86,60.0,,
10524.384,,gemma4:e2b,run3_p14,119.14,62.0,,
10524.911,,gemma4:e2b,run3_p14,118.46,62.0,,
10525.434,,gemma4:e2b,run3_p14,118.90,62.0,,
10525.958,,gemma4:e2b,run3_p14,118.72,62.0,,
10526.482,,gemma4:e2b,run3_p14,119.65,63.0,,
10527.015,,gemma4:e2b,run3_p14,119.59,62.0,,
10527.539,,gemma4:e2b,run3_p14,119.32,62.0,,
10528.063,,gemma4:e2b,run3_p14,118.92,62.0,,
10528.586,,gemma4:e2b,run3_p14,119.16,61.0,,
10529.108,,gemma4:e2b,run3_p14,119.35,62.0,,
10529.635,,gemma4:e2b,run3_p14,119.10,62.0,,
10530.162,,gemma4:e2b,run3_p14,119.18,62.0,,
10530.686,,gemma4:e2b,run3_p14,119.17,62.0,,
10531.212,,gemma4:e2b,run3_p14,119.60,62.0,,
10531.736,,gemma4:e2b,run3_p14,119.30,63.0,,
10532.266,,gemma4:e2b,run3_p14,119.80,63.0,,
10532.789,,gemma4:e2b,run3_p14,119.18,62.0,,
10533.313,,gemma4:e2b,run3_p14,119.02,63.0,,
10533.837,,gemma4:e2b,run3_p14,118.92,62.0,,
10534.362,,gemma4:e2b,run3_p14,118.82,62.0,,
10562.799,,llama3.2:1b,idle,17.34,43.0,,
10563.323,,llama3.2:1b,idle,17.12,43.0,,
10563.879,,llama3.2:1b,idle,16.61,43.0,,
10564.403,,llama3.2:1b,idle,16.64,43.0,,
10564.959,,llama3.2:1b,idle,17.02,43.0,,
10565.486,,llama3.2:1b,idle,17.25,43.0,,
10566.011,,llama3.2:1b,idle,17.06,43.0,,
10566.535,,llama3.2:1b,idle,16.48,43.0,,
10567.067,,llama3.2:1b,idle,16.41,43.0,,
10567.638,,llama3.2:1b,idle,13.34,42.0,,
10568.164,,llama3.2:1b,idle,9.99,42.0,,
10568.707,,llama3.2:1b,idle,10.05,42.0,,
10569.233,,llama3.2:1b,idle,10.04,42.0,,
10569.759,,llama3.2:1b,idle,9.34,42.0,,
10570.284,,llama3.2:1b,idle,8.93,42.0,,
10570.808,,llama3.2:1b,idle,8.95,42.0,,
10571.335,,llama3.2:1b,idle,8.87,42.0,,
10571.860,,llama3.2:1b,idle,8.82,41.0,,
10572.385,,llama3.2:1b,idle,8.90,41.0,,
10572.914,,llama3.2:1b,idle,8.97,41.0,,
10573.442,,llama3.2:1b,idle,8.84,41.0,,
10573.969,,llama3.2:1b,idle,8.81,41.0,,
10574.498,,llama3.2:1b,idle,8.91,41.0,,
10575.027,,llama3.2:1b,idle,8.84,41.0,,
10575.562,,llama3.2:1b,idle,8.79,41.0,,
10576.109,,llama3.2:1b,idle,9.03,41.0,,
10576.645,,llama3.2:1b,idle,9.07,41.0,,
10577.170,,llama3.2:1b,idle,8.91,41.0,,
10577.715,,llama3.2:1b,idle,8.82,41.0,,
10578.245,,llama3.2:1b,idle,8.84,41.0,,
10578.771,,llama3.2:1b,idle,8.84,41.0,,
10579.310,,llama3.2:1b,idle,8.70,41.0,,
10579.838,,llama3.2:1b,idle,8.57,41.0,,
10580.368,,llama3.2:1b,idle,8.64,41.0,,
10580.896,,llama3.2:1b,idle,8.59,40.0,,
10581.420,,llama3.2:1b,idle,8.59,40.0,,
10581.946,,llama3.2:1b,idle,8.58,40.0,,
10582.472,,llama3.2:1b,idle,8.65,40.0,,
10583.009,,llama3.2:1b,run1_p0,8.52,40.0,,
10583.545,,llama3.2:1b,run1_p1,15.93,41.0,,
10584.090,,llama3.2:1b,run1_p2,39.97,43.0,,
10584.635,,llama3.2:1b,run1_p3,53.67,43.0,,
10585.180,,llama3.2:1b,run1_p4,63.60,44.0,,
10585.725,,llama3.2:1b,run1_p5,67.38,45.0,,
10586.268,,llama3.2:1b,run1_p5,75.32,51.0,,
10586.808,,llama3.2:1b,run1_p6,67.52,45.0,,
10587.348,,llama3.2:1b,run1_p6,70.59,52.0,,
10587.887,,llama3.2:1b,run1_p6,90.74,53.0,,
10588.424,,llama3.2:1b,run1_p6,103.47,53.0,,
10588.969,,llama3.2:1b,run1_p6,104.01,54.0,,
10589.501,,llama3.2:1b,run1_p6,104.38,54.0,,
10590.059,,llama3.2:1b,run1_p7,86.64,48.0,,
10590.591,,llama3.2:1b,run1_p7,77.18,53.0,,
10591.115,,llama3.2:1b,run1_p7,93.96,54.0,,
10591.640,,llama3.2:1b,run1_p7,102.94,54.0,,
10592.165,,llama3.2:1b,run1_p7,103.72,55.0,,
10592.695,,llama3.2:1b,run1_p7,103.87,55.0,,
10593.226,,llama3.2:1b,run1_p8,79.13,49.0,,
10593.780,,llama3.2:1b,run1_p8,71.30,53.0,,
10594.304,,llama3.2:1b,run1_p8,95.73,55.0,,
10594.829,,llama3.2:1b,run1_p8,103.38,55.0,,
10595.354,,llama3.2:1b,run1_p8,103.82,56.0,,
10595.878,,llama3.2:1b,run1_p8,103.90,56.0,,
10596.404,,llama3.2:1b,run1_p8,103.89,56.0,,
10596.937,,llama3.2:1b,run1_p9,96.84,56.0,,
10597.462,,llama3.2:1b,run1_p9,89.31,52.0,,
10597.984,,llama3.2:1b,run1_p9,90.61,56.0,,
10598.529,,llama3.2:1b,run1_p10,100.79,57.0,,
10599.058,,llama3.2:1b,run1_p10,91.25,51.0,,
10599.583,,llama3.2:1b,run1_p10,94.37,57.0,,
10600.109,,llama3.2:1b,run1_p10,104.23,57.0,,
10600.641,,llama3.2:1b,run1_p11,97.37,57.0,,
10601.168,,llama3.2:1b,run1_p11,90.55,52.0,,
10601.696,,llama3.2:1b,run1_p11,91.56,58.0,,
10602.222,,llama3.2:1b,run1_p11,104.43,58.0,,
10602.751,,llama3.2:1b,run1_p11,105.23,58.0,,
10603.282,,llama3.2:1b,run1_p11,106.46,59.0,,
10603.815,,llama3.2:1b,run1_p11,106.72,59.0,,
10604.349,,llama3.2:1b,run1_p11,107.05,60.0,,
10604.879,,llama3.2:1b,run1_p11,107.25,59.0,,
10605.421,,llama3.2:1b,run1_p12,80.05,52.0,,
10605.949,,llama3.2:1b,run1_p12,69.52,58.0,,
10606.477,,llama3.2:1b,run1_p12,95.74,59.0,,
10607.002,,llama3.2:1b,run1_p12,105.11,60.0,,
10607.539,,llama3.2:1b,run1_p13,86.10,53.0,,
10608.072,,llama3.2:1b,run1_p13,79.40,59.0,,
10608.596,,llama3.2:1b,run1_p13,92.74,60.0,,
10609.122,,llama3.2:1b,run1_p13,105.50,60.0,,
10609.651,,llama3.2:1b,run1_p13,105.83,60.0,,
10610.177,,llama3.2:1b,run1_p13,106.14,60.0,,
10610.725,,llama3.2:1b,run1_p14,92.26,60.0,,
10611.265,,llama3.2:1b,run1_p14,85.55,58.0,,
10611.795,,llama3.2:1b,run1_p14,93.27,60.0,,
10612.321,,llama3.2:1b,run1_p14,106.46,60.0,,
10612.864,,llama3.2:1b,run1_p14,107.55,61.0,,
10613.403,,llama3.2:1b,run1_p14,107.96,61.0,,
10613.931,,llama3.2:1b,run1_p14,107.90,61.0,,
10614.455,,llama3.2:1b,run1_p14,107.99,61.0,,
10614.979,,llama3.2:1b,run1_p14,108.13,61.0,,
10615.505,,llama3.2:1b,run1_p14,108.26,61.0,,
10616.066,,llama3.2:1b,run2_p0,85.54,61.0,,
10616.601,,llama3.2:1b,run2_p1,59.64,53.0,,
10617.125,,llama3.2:1b,run2_p1,65.48,52.0,,
10617.663,,llama3.2:1b,run2_p2,65.34,59.0,,
10618.198,,llama3.2:1b,run2_p3,56.69,52.0,,
10618.728,,llama3.2:1b,run2_p4,70.37,52.0,,
10619.264,,llama3.2:1b,run2_p5,74.39,53.0,,
10619.789,,llama3.2:1b,run2_p5,78.74,59.0,,
10620.320,,llama3.2:1b,run2_p6,75.36,52.0,,
10620.843,,llama3.2:1b,run2_p6,79.38,58.0,,
10621.369,,llama3.2:1b,run2_p6,92.01,59.0,,
10621.893,,llama3.2:1b,run2_p6,105.76,60.0,,
10622.422,,llama3.2:1b,run2_p6,106.18,60.0,,
10622.951,,llama3.2:1b,run2_p6,106.52,60.0,,
10623.500,,llama3.2:1b,run2_p7,79.38,52.0,,
10624.024,,llama3.2:1b,run2_p7,73.44,58.0,,
10624.553,,llama3.2:1b,run2_p7,94.26,59.0,,
10625.081,,llama3.2:1b,run2_p7,105.76,59.0,,
10625.620,,llama3.2:1b,run2_p7,106.57,60.0,,
10626.146,,llama3.2:1b,run2_p7,107.49,60.0,,
10626.685,,llama3.2:1b,run2_p7,107.63,60.0,,
10627.224,,llama3.2:1b,run2_p7,107.81,60.0,,
10627.757,,llama3.2:1b,run2_p8,83.31,54.0,,
10628.286,,llama3.2:1b,run2_p8,74.65,57.0,,
10628.819,,llama3.2:1b,run2_p8,92.12,59.0,,
10629.345,,llama3.2:1b,run2_p8,105.74,59.0,,
10629.871,,llama3.2:1b,run2_p8,105.99,60.0,,
10630.397,,llama3.2:1b,run2_p8,106.09,60.0,,
10630.947,,llama3.2:1b,run2_p9,88.55,60.0,,
10631.471,,llama3.2:1b,run2_p9,82.47,56.0,,
10631.999,,llama3.2:1b,run2_p9,93.64,59.0,,
10632.524,,llama3.2:1b,run2_p9,105.42,59.0,,
10633.061,,llama3.2:1b,run2_p10,83.69,57.0,,
10633.595,,llama3.2:1b,run2_p10,74.12,51.0,,
